CPU: Intel Sandy Bridge microarchitecture, speed 2493.76 MHz (estimated)
Counted CPU_CLK_UNHALTED events (Clock cycles when not halted) with a unit mask of 0x00 (No unit mask) count 100000
Counted mem_load_uops_misc_retired events (Memory load uops retired) with a unit mask of 0x02 (No unit mask) count 100000
Counted LLC_MISSES events (Last level cache demand requests from this core that missed the LLC) with a unit mask of 0x41 (No unit mask) count 100000
samples  %        samples  %        samples  %        image name               symbol name
6        3.3e-04  0              0  0              0  libjvm.so                shrL_rReg_immNode::rule() const
6        3.3e-04  1         0.0012  1         0.0023  libjvm.so                storePNode::oper_input_base() const
6        3.3e-04  1         0.0012  1         0.0023  vmlinux                  __ip_make_skb
6        3.3e-04  0              0  0              0  vmlinux                  cipso_v4_genopt.clone.0
6        3.3e-04  0              0  1         0.0023  vmlinux                  do_fallocate
6        3.3e-04  0              0  0              0  vmlinux                  do_mlock
6        3.3e-04  0              0  0              0  vmlinux                  ftrace_profile_disable_module_get
6        3.3e-04  0              0  0              0  vmlinux                  ftrace_profile_enable_module_free
6        3.3e-04  1         0.0012  0              0  vmlinux                  init_enter__timer_gettime
6        3.3e-04  0              0  0              0  vmlinux                  init_exit__timer_create
6        3.3e-04  1         0.0012  0              0  vmlinux                  prof_sysenter_disable__pipe2
6        3.3e-04  0              0  0              0  vmlinux                  prof_sysenter_disable__ustat
6        3.3e-04  1         0.0012  0              0  vmlinux                  sys_migrate_pages
6        3.3e-04  0              0  0              0  vmlinux                  sys_mlock
6        3.3e-04  0              0  0              0  vmlinux                  sys_mlockall
6        3.3e-04  0              0  0              0  vmlinux                  sys_timer_settime
5        2.8e-04  0              0  0              0  libc-2.12.so             fflush_unlocked
5        2.8e-04  0              0  0              0  libc-2.12.so             mprotect
5        2.8e-04  0              0  0              0  libjvm.so                AbstractAssembler::end_a_stub()
5        2.8e-04  1         0.0012  0              0  libjvm.so                AbstractAssembler::generate_stack_overflow_check(int)
5        2.8e-04  0              0  0              0  libjvm.so                AddINode::Identity(PhaseTransform*)
5        2.8e-04  0              0  0              0  libjvm.so                AddLNode::bottom_type() const
5        2.8e-04  0              0  0              0  libjvm.so                AllocateNode::AllocateNode(Compile*, TypeFunc const*, Node*, Node*, Node*, Node*, Node*, Node*)
5        2.8e-04  1         0.0012  1         0.0023  libjvm.so                Assembler::cmp_narrow_oop(RegisterImpl*, int, RelocationHolder const&)
5        2.8e-04  0              0  0              0  libjvm.so                Assembler::cmpq(RegisterImpl*, int)
5        2.8e-04  1         0.0012  0              0  libjvm.so                Assembler::lea(RegisterImpl*, Address)
5        2.8e-04  0              0  0              0  libjvm.so                Assembler::movslq(RegisterImpl*, RegisterImpl*)
5        2.8e-04  1         0.0012  0              0  libjvm.so                Assembler::prefetchnta(Address)
5        2.8e-04  0              0  0              0  libjvm.so                Assembler::push(RegisterImpl*)
5        2.8e-04  1         0.0012  0              0  libjvm.so                BCEscapeAnalyzer::compute_escape_info()
5        2.8e-04  0              0  0              0  libjvm.so                BCEscapeAnalyzer::read_escape_info()
5        2.8e-04  0              0  0              0  libjvm.so                BitMap2D::BitMap2D(unsigned long*, unsigned long, unsigned long)
5        2.8e-04  0              0  0              0  libjvm.so                Block::end_idx() const
5        2.8e-04  0              0  0              0  libjvm.so                Block::is_Empty() const
5        2.8e-04  1         0.0012  0              0  libjvm.so                BranchData::post_initialize(BytecodeStream*, MethodData*)
5        2.8e-04  0              0  0              0  libjvm.so                BufferBlob::create(char const*, int)
5        2.8e-04  1         0.0012  0              0  libjvm.so                Bytecode_member_ref::signature() const
5        2.8e-04  0              0  0              0  libjvm.so                C1_MacroAssembler::allocate_object(RegisterImpl*, RegisterImpl*, RegisterImpl*, int, int, RegisterImpl*, Label&)
5        2.8e-04  0              0  0              0  libjvm.so                CMoveNode::Ideal(PhaseGVN*, bool)
5        2.8e-04  0              0  0              0  libjvm.so                CProjNode::out_RegMask() const
5        2.8e-04  0              0  0              0  libjvm.so                CallGenerator::is_inline() const
5        2.8e-04  0              0  0              0  libjvm.so                CallGenerator::is_virtual() const
5        2.8e-04  0              0  0              0  libjvm.so                Canonicalizer::do_ArrayLength(ArrayLength*)
5        2.8e-04  0              0  0              0  libjvm.so                Canonicalizer::do_LoadField(LoadField*)
5        2.8e-04  1         0.0012  0              0  libjvm.so                CodeBuffer::total_relocation_size() const
5        2.8e-04  0              0  0              0  libjvm.so                Compilation::emit_code_body()
5        2.8e-04  0              0  0              0  libjvm.so                Compile::grow_node_notes(GrowableArray<Node_Notes*>*, int)
5        2.8e-04  0              0  0              0  libjvm.so                Compile::make_vm_intrinsic(ciMethod*, bool)
5        2.8e-04  0              0  0              0  libjvm.so                CompressedReadStream::read_signed_int()
5        2.8e-04  0              0  0              0  libjvm.so                ComputeLinearScanOrder::assign_loop_depth(BlockBegin*)
5        2.8e-04  0              0  0              0  libjvm.so                ConNKlassNode::Opcode() const
5        2.8e-04  1         0.0012  0              0  libjvm.so                ConnectionGraph::add_call_node(CallNode*)
5        2.8e-04  0              0  0              0  libjvm.so                ConnectionGraph::add_field(Node*, PointsToNode::EscapeState, int)
5        2.8e-04  0              0  0              0  libjvm.so                ConnectionGraph::complete_connection_graph(GrowableArray<PointsToNode*>&, GrowableArray<JavaObjectNode*>&, GrowableArray<JavaObjectNode*>&, GrowableArray<FieldNode*>&)
5        2.8e-04  0              0  0              0  libjvm.so                ConstMethod::compressed_linenumber_table() const
5        2.8e-04  0              0  0              0  libjvm.so                Constant::name() const
5        2.8e-04  0              0  0              0  libjvm.so                Conv2BNode::Opcode() const
5        2.8e-04  0              0  0              0  libjvm.so                CountedLoopEndNode::loopnode() const
5        2.8e-04  1         0.0012  0              0  libjvm.so                Deoptimization::last_frame_adjust(int, int)
5        2.8e-04  0              0  0              0  libjvm.so                Dependencies::log_dependency(Dependencies::DepType, ciBaseObject*, ciBaseObject*, ciBaseObject*)
5        2.8e-04  0              0  0              0  libjvm.so                GenerateOopMap::init_basic_blocks()
5        2.8e-04  0              0  0              0  libjvm.so                Goto::Goto(BlockBegin*, bool)
5        2.8e-04  0              0  0              0  libjvm.so                GraphBuilder::append_split(StateSplit*)
5        2.8e-04  0              0  0              0  libjvm.so                GraphBuilder::collect_args_for_profiling(Values*, ciMethod*, bool)
5        2.8e-04  0              0  0              0  libjvm.so                GraphBuilder::profile_return_type(Instruction*, ciMethod*, ciMethod*, int)
5        2.8e-04  0              0  0              0  libjvm.so                GraphKit::add_predicate(int)
5        2.8e-04  1         0.0012  0              0  libjvm.so                GraphKit::record_for_igvn(Node*) const
5        2.8e-04  0              0  0              0  libjvm.so                GraphKit::store_oop(Node*, Node*, Node*, TypePtr const*, Node*, TypeOopPtr const*, BasicType, bool, MemNode::MemOrd)
5        2.8e-04  0              0  0              0  libjvm.so                HaltNode::ideal_reg() const
5        2.8e-04  1         0.0012  0              0  libjvm.so                IdealKit::transform(Node*)
5        2.8e-04  0              0  0              0  libjvm.so                IdealLoopTree::policy_peeling(PhaseIdealLoop*) const
5        2.8e-04  0              0  0              0  libjvm.so                IdealLoopTree::policy_unroll(PhaseIdealLoop*) const
5        2.8e-04  0              0  0              0  libjvm.so                IfNode::IfNode(Node*, Node*, float, float)
5        2.8e-04  0              0  0              0  libjvm.so                InitializeNode::captured_store_insertion_point(long, int, PhaseTransform*)
5        2.8e-04  0              0  0              0  libjvm.so                InitializeNode::coalesce_subword_stores(long, Node*, PhaseGVN*)
5        2.8e-04  0              0  1         0.0023  libjvm.so                InlineCacheBuffer::assemble_ic_buffer_code(unsigned char*, void*, unsigned char*)
5        2.8e-04  3         0.0036  7         0.0162  libjvm.so                InstanceRefKlass::oop_oop_iterate_nv(oopDesc*, FastScanClosure*)
5        2.8e-04  0              0  1         0.0023  libjvm.so                InstanceRefKlass::oop_oop_iterate_nv(oopDesc*, FilteringClosure*)
5        2.8e-04  2         0.0024  0              0  libjvm.so                Instruction::as_AccessIndexed()
